"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 11, 2018","0.007984","0.008135","0.008179","0.007850","4.66K","-1.85%"
"Nov 10, 2018","0.008135","0.008159","0.008185","0.008101","2.81K","-0.29%"
"Nov 09, 2018","0.008159","0.008105","0.008189","0.008047","5.98K","0.67%"
"Nov 08, 2018","0.008105","0.008250","0.008350","0.008097","7.19K","-1.76%"
"Nov 07, 2018","0.008250","0.008652","0.008662","0.008200","10.18K","-4.64%"
"Nov 06, 2018","0.008652","0.008350","0.008660","0.008310","10.50K","3.61%"
"Nov 05, 2018","0.008350","0.008428","0.008495","0.008226","8.44K","-0.92%"
"Nov 04, 2018","0.008428","0.008018","0.008667","0.007976","16.67K","5.11%"
"Nov 03, 2018","0.008018","0.008058","0.008085","0.007972","4.40K","-0.49%"
"Nov 02, 2018","0.008058","0.007875","0.008090","0.007875","6.03K","2.32%"
"Nov 01, 2018","0.007875","0.007852","0.007923","0.007832","4.71K","0.29%"
"Oct 31, 2018","0.007852","0.007785","0.007942","0.007690","9.44K","0.63%"
"Oct 30, 2018","0.007803","0.007760","0.007847","0.007730","4.51K","0.30%"
"Oct 29, 2018","0.007780","0.008010","0.008050","0.007610","8.97K","-2.87%"
"Oct 28, 2018","0.008010","0.008055","0.008055","0.007964","3.99K","-0.56%"
"Oct 27, 2018","0.008055","0.008080","0.008090","0.007990","4.26K","0.30%"
"Oct 26, 2018","0.008031","0.008100","0.008115","0.008001","4.19K","-0.61%"
"Oct 25, 2018","0.008080","0.008063","0.008130","0.008045","7.55K","0.11%"
"Oct 24, 2018","0.008071","0.008115","0.008150","0.008040","5.27K","-0.54%"
"Oct 23, 2018","0.008115","0.008095","0.008210","0.008046","8.16K","0.71%"
"Oct 22, 2018","0.008058","0.008120","0.008170","0.008003","5.94K","-0.76%"
"Oct 21, 2018","0.008120","0.008260","0.008260","0.008112","6.02K","-1.69%"
"Oct 20, 2018","0.008260","0.008245","0.008275","0.008150","5.98K","0.18%"
"Oct 19, 2018","0.008245","0.008084","0.008300","0.008042","5.56K","1.99%"
"Oct 18, 2018","0.008084","0.008198","0.008236","0.008016","4.59K","-1.24%"
"Oct 17, 2018","0.008186","0.008224","0.008224","0.008110","7.43K","-0.17%"
"Oct 16, 2018","0.008200","0.008305","0.008357","0.008139","6.73K","-1.26%"
"Oct 15, 2018","0.008305","0.008265","0.008650","0.008125","15.10K","0.00%"
"Oct 14, 2018","0.008305","0.008554","0.008554","0.008250","4.36K","-2.51%"
"Oct 13, 2018","0.008519","0.008560","0.008670","0.008480","5.02K","-0.30%"
"Oct 12, 2018","0.008544","0.008180","0.008570","0.008140","13.01K","4.01%"
"Oct 11, 2018","0.008215","0.008825","0.008828","0.008150","15.77K","-6.65%"
"Oct 10, 2018","0.008800","0.008890","0.008890","0.008745","7.64K","-1.01%"
"Oct 09, 2018","0.008890","0.008913","0.008968","0.008802","3.34K","-0.56%"
"Oct 08, 2018","0.008940","0.008842","0.008995","0.008728","6.08K","1.48%"
"Oct 07, 2018","0.008809","0.008780","0.008916","0.008720","4.62K","0.11%"
"Oct 06, 2018","0.008799","0.008855","0.008940","0.008636","4.13K","-0.63%"
"Oct 05, 2018","0.008855","0.008864","0.008991","0.008721","18.46K","0.05%"
"Oct 04, 2018","0.008851","0.008866","0.008991","0.008796","7.15K","-0.17%"
"Oct 03, 2018","0.008866","0.009135","0.009135","0.008780","12.32K","-2.39%"
"Oct 02, 2018","0.009083","0.009154","0.009315","0.009060","7.98K","-0.78%"
"Oct 01, 2018","0.009154","0.009205","0.009324","0.009070","15.77K","-0.55%"
"Sep 30, 2018","0.009205","0.009350","0.009465","0.009131","7.26K","-1.55%"
"Sep 29, 2018","0.009350","0.009350","0.009435","0.009120","7.48K","0.48%"
"Sep 28, 2018","0.009305","0.009450","0.009612","0.009164","13.24K","-1.19%"
"Sep 27, 2018","0.009417","0.008885","0.009866","0.008775","43.08K","6.11%"
"Sep 26, 2018","0.008875","0.008965","0.009168","0.008700","19.78K","-0.57%"
"Sep 25, 2018","0.008926","0.008847","0.009062","0.008517","32.01K","1.09%"
"Sep 24, 2018","0.008830","0.009169","0.009169","0.008679","9.37K","-3.19%"
"Sep 23, 2018","0.009121","0.009008","0.009400","0.008907","11.43K","1.26%"
"Sep 22, 2018","0.009008","0.009023","0.009119","0.008678","11.77K","0.51%"
"Sep 21, 2018","0.008962","0.008710","0.009236","0.008524","20.47K","3.04%"
"Sep 20, 2018","0.008698","0.008503","0.008790","0.008340","13.82K","2.29%"
"Sep 19, 2018","0.008503","0.008515","0.008613","0.008321","11.75K","-0.14%"
"Sep 18, 2018","0.008515","0.008325","0.008681","0.008100","8.53K","2.29%"
"Sep 17, 2018","0.008325","0.008739","0.008867","0.008260","7.72K","-4.73%"
"Sep 16, 2018","0.008738","0.008662","0.008855","0.008500","5.72K","0.52%"
"Sep 15, 2018","0.008692","0.008710","0.008955","0.008593","7.77K","-0.04%"
"Sep 14, 2018","0.008696","0.008373","0.009000","0.008203","11.38K","3.58%"
"Sep 13, 2018","0.008395","0.008151","0.008498","0.008125","9.11K","3.16%"
"Sep 12, 2018","0.008138","0.008235","0.008290","0.007590","14.69K","-1.18%"
"Sep 11, 2018","0.008235","0.008586","0.008620","0.008050","14.11K","-4.28%"
"Sep 10, 2018","0.008603","0.008756","0.008890","0.008483","12.46K","-1.75%"
"Sep 09, 2018","0.008756","0.008610","0.008906","0.008480","4.97K","1.81%"
"Sep 08, 2018","0.008601","0.008700","0.008850","0.008480","15.87K","-1.14%"
"Sep 07, 2018","0.008700","0.008810","0.008960","0.008680","6.44K","-1.81%"
"Sep 06, 2018","0.008860","0.008590","0.008860","0.008510","7.74K","3.14%"
"Sep 05, 2018","0.008590","0.009191","0.009279","0.008570","15.89K","-6.53%"
"Sep 04, 2018","0.009190","0.008999","0.009411","0.008997","10.93K","1.53%"
"Sep 03, 2018","0.009052","0.009100","0.009100","0.008880","9.90K","-0.14%"
