"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 10, 2019","0.034546","0.034857","0.034952","0.034388","6.04K","-0.90%"
"Mar 09, 2019","0.034861","0.034472","0.035375","0.034467","4.99K","0.85%"
"Mar 08, 2019","0.034568","0.035256","0.035405","0.034246","9.44K","-1.95%"
"Mar 07, 2019","0.035256","0.035610","0.035846","0.035194","9.16K","-0.77%"
"Mar 06, 2019","0.035531","0.035432","0.036069","0.034994","11.52K","0.09%"
"Mar 05, 2019","0.035500","0.033808","0.035550","0.033749","13.31K","5.01%"
"Mar 04, 2019","0.033808","0.034285","0.034334","0.033427","9.50K","-1.26%"
"Mar 03, 2019","0.034240","0.034717","0.035145","0.033944","6.29K","-1.38%"
"Mar 02, 2019","0.034720","0.035388","0.035506","0.034324","11.69K","-1.89%"
"Mar 01, 2019","0.035388","0.035440","0.035810","0.035287","5.08K","-0.09%"
"Feb 28, 2019","0.035418","0.034787","0.035862","0.034787","7.53K","1.82%"
"Feb 27, 2019","0.034787","0.035723","0.036530","0.034139","13.54K","-2.83%"
"Feb 26, 2019","0.035800","0.036029","0.036101","0.035311","11.96K","-0.77%"
"Feb 25, 2019","0.036078","0.035304","0.036727","0.035300","18.75K","2.37%"
"Feb 24, 2019","0.035243","0.038380","0.039612","0.035238","39.65K","-8.21%"
"Feb 23, 2019","0.038395","0.037222","0.039045","0.036984","15.07K","3.22%"
"Feb 22, 2019","0.037198","0.036951","0.037385","0.036633","7.92K","0.65%"
"Feb 21, 2019","0.036959","0.037346","0.037478","0.036534","11.62K","-1.47%"
"Feb 20, 2019","0.037511","0.036654","0.037667","0.036029","14.98K","2.15%"
"Feb 19, 2019","0.036722","0.037455","0.037958","0.036619","16.41K","-1.96%"
"Feb 18, 2019","0.037455","0.036457","0.038271","0.036269","19.63K","2.57%"
"Feb 17, 2019","0.036517","0.033931","0.036983","0.033809","12.18K","7.62%"
"Feb 16, 2019","0.033931","0.033799","0.034200","0.033720","4.19K","0.39%"
"Feb 15, 2019","0.033799","0.033541","0.034078","0.033456","11.63K","0.77%"
"Feb 14, 2019","0.033541","0.033782","0.034377","0.033450","6.04K","-0.71%"
"Feb 13, 2019","0.033782","0.033748","0.034398","0.033583","10.42K","0.10%"
"Feb 12, 2019","0.033748","0.033358","0.033869","0.033018","5.58K","1.17%"
"Feb 11, 2019","0.033358","0.034000","0.034026","0.032990","8.92K","-1.89%"
"Feb 10, 2019","0.034000","0.032613","0.034151","0.032042","7.26K","4.25%"
"Feb 09, 2019","0.032613","0.032612","0.032952","0.032340","5.68K","0.12%"
"Feb 08, 2019","0.032574","0.030730","0.032973","0.030623","11.07K","6.00%"
"Feb 07, 2019","0.030730","0.030700","0.031027","0.030627","6.03K","0.10%"
"Feb 06, 2019","0.030700","0.030921","0.031000","0.029865","8.98K","-0.71%"
"Feb 05, 2019","0.030921","0.031069","0.031147","0.030803","5.04K","-0.70%"
"Feb 04, 2019","0.031139","0.031055","0.031365","0.030832","5.46K","0.27%"
